employee_id,month,hours_worked,overtime_hours,sales_generated,customers_served,projects_completed,absent_days,labor_cost,training_hours,performance_rating
350,2026-04-01,181.5,5.5,0,0,6,0,7817.51,2,3.68
1259,2026-03-01,169.7,9.7,14910.1,52,2,2,10568.26,10,2.56
291,2026-07-01,196.1,12.1,0,0,7,0,7929.25,6,3.71
1250,2026-03-01,178.9,10.9,0,105,5,1,11804.32,4,3.49
891,2025-11-01,174.9,14.9,0,0,6,0,10574.43,8,3.94
1012,2026-02-01,130.5,2.5,0,0,4,4,9181.77,4,
1036,2026-01-01,168,0,0,0,7,1,8916.17,0,4.87
1160,2025-09-01,156.4,4.4,20473.19,60,2,3,6627.78,0,3.44
1,2025-12-01,188.4,20.4,0,0,5,2,5382.66,0,3.32
451,2025-12-01,178.1,18.1,0,0,6,3,7537.6,6,3.59
1228,2025-09-01,186.4,10.4,0,0,6,0,9264.27,6,4.21
327,2026-05-01,169.1,9.1,0,0,5,1,9048.02,4,3.59
955,2025-10-01,194.2,10.2,25464.85,88,3,0,6804.4,6,3.32
710,2026-05-01,169.1,9.1,0,101,3,1,14959.39,6,3.7
737,2026-01-01,179.6,3.6,0,0,6,0,8449.62,4,4.21
781,2026-07-01,106.9,2.9,0,0,2,0,7387.87,6,
274,2025-12-01,196.3,12.3,0,0,3,0,10573.9,2,3.17
149,2026-06-01,181.8,13.8,21556.78,58,2,1,7727.56,4,2.66
852,2026-01-01,152.4,0.4,12874.27,34,1,3,10620.14,2,2.46
723,2025-10-01,183.6,7.6,0,0,5,1,8603.24,4,3.12
1316,2026-08-01,173,5,0,0,4,0,6224.84,8,
1062,2026-01-01,160.5,0.5,0,0,6,2,9291.7,,4.46
1164,2025-09-01,184.1,8.1,0,0,5,0,7093.31,4,4.15
1199,2026-02-01,159.3,7.3,0,0,3,1,12516.74,8,3.37
251,2026-04-01,178.8,10.8,,61,2,1,9671.67,2,3.38
362,2026-07-01,110.4,0,0,0,3,0,6943.83,6,3.81
1278,2025-12-01,192.9,16.9,0,0,5,1,9357.79,0,2.73
1109,2026-06-01,180.4,12.4,0,0,4,1,8522.02,4,3.57
499,2025-12-01,110.4,0,17597.18,58,1,0,4859.67,6,2.99
751,2026-06-01,185.6,9.6,0,123,4,0,12387.69,0,3.04
727,2026-05-01,161.7,9.7,0,116,4,2,11582.1,2,4.19
62,2026-07-01,190.2,6.2,0,0,4,0,24498.68,8,4.29
583,2026-05-01,180.8,12.8,27071.74,100,2,0,8390.57,4,4.46
980,2026-01-01,165.4,5.4,14020.37,47,1,2,10609.84,0,2.79
836,2026-07-01,189.5,5.5,0,0,3,0,7987.92,4,2.94
545,2025-12-01,188.7,12.7,0,0,5,1,13055.61,8,4.08
531,2026-07-01,170.5,10.5,0,90,4,3,12665.31,6,
1071,2025-10-01,192.6,8.6,21441.56,75,2,0,7755.54,6,2.99
396,2026-07-01,188.9,12.9,0,90,3,1,19111.04,0,2.54
178,2025-12-01,203.2,19.2,0,195,4,0,11025.98,4,4.02
180,2026-08-01,178.6,10.6,0,71,4,0,9700.76,2,2.49
143,2025-12-01,176.8,16.8,0,0,6,3,7277.96,6,5
976,2025-09-01,188,12,0,125,4,0,17215.22,8,3.9
1239,2026-01-01,169,1,0,0,4,1,7619.2,6,4.09
551,2026-08-01,178,10,0,89,4,0,11788.94,4,2.57
924,2026-02-01,160,0,0,0,6,0,12128.83,6,4.38
191,2025-09-01,176.7,0.7,0,0,3,0,6402.89,6,3.61
494,2025-12-01,185.5,17.5,28120.94,98,1,2,9973.79,4,2.82
1408,2025-09-01,174.2,14.2,0,96,2,2,18779.31,0,2.82
669,2026-05-01,170.8,10.8,26002.38,70,3,1,10850.05,4,3.76
1184,2026-01-01,170.6,2.6,0,0,4,1,8825.71,2,3.68
775,2026-01-01,181.2,5.2,0,0,5,0,10730.41,4,3.76
396,2026-02-01,169.7,9.7,0,62,2,0,18634.96,6,2.47
333,2025-10-01,197.1,13.1,0,116,4,0,17897.04,,3.46
910,2026-07-01,99.2,3.2,0,0,2,1,4448.6,8,3.38
29,2026-04-01,163.7,3.7,0,0,5,2,5246.1,8,4.92
1298,2026-06-01,183.5,7.5,0,0,4,0,15893.33,8,4.82
1362,2025-12-01,206.7,22.7,0,0,4,0,9110.71,2,3.36
73,2026-02-01,161.2,1.2,0,0,4,0,13631.27,8,3.05
1179,2025-10-01,182.5,6.5,33441.97,104,3,1,10062.01,2,3.95
208,2026-06-01,173.6,5.6,0,0,4,1,6811.33,0,3.56
1129,2026-02-01,169.6,9.6,0,67,2,0,12629.94,10,2.87
1035,2026-02-01,165.9,5.9,0,0,5,0,6924.37,8,3.39
318,2026-03-01,175.2,7.2,22108.6,77,2,1,8640.1,10,3.44
1196,2025-11-01,168.3,8.3,28854.31,72,2,0,9578.38,6,3.19
344,2025-12-01,199.9,15.9,0,0,5,0,11496.17,6,3.46
1095,2026-03-01,176.1,8.1,31549.26,97,2,1,6864.85,12,4.63
1357,2026-06-01,174.5,6.5,0,0,4,1,8730.43,4,4.14
1309,2026-07-01,187.8,3.8,0,0,5,0,9135.86,2,3.86
1309,2026-06-01,183.5,7.5,0,0,6,0,9419.07,0,4
1326,2026-03-01,157.8,5.8,17952.77,59,1,3,7495.22,6,3.36
396,2026-06-01,190.6,14.6,0,83,3,0,19363.96,2,2.54
1439,2026-04-01,181.6,5.6,0,0,4,0,8165.07,6,2.63
774,2025-10-01,164.7,12.7,26988.74,89,2,4,7718.27,4,4.04
1494,2026-07-01,185,1,17694.74,61,1,0,8460.08,0,2.78
143,2026-02-01,162.4,2.4,0,0,4,0,6486.14,8,4.63
1232,2026-04-01,179.2,3.2,0,0,5,0,8860.08,2,3.03
1147,2026-02-01,158.9,6.9,0,82,3,1,13919.66,6,3.58
690,2026-01-01,177.6,1.6,0,0,4,0,7586.27,6,4
1276,2025-10-01,192.6,8.6,0,0,4,0,6761.52,6,4.05
399,2025-10-01,196.1,12.1,31108.38,81,2,0,8648.05,,3.71
479,2025-09-01,168.5,8.5,23602.07,75,3,2,7323.63,4,3.94
294,2026-01-01,180,4,0,0,3,0,8130.87,2,2.6
443,2025-09-01,180.6,4.6,32780.53,79,3,0,11660.23,6,4.1
628,2026-02-01,160.1,8.1,0,59,4,1,18745.05,12,2.89
1138,2026-03-01,182.5,14.5,0,0,4,1,16454.15,6,3.02
1497,2026-04-01,177.9,1.9,26966.24,86,2,0,8081.06,6,3.66
1011,2026-03-01,172,12,0,114,3,2,15071.73,8,3.64
73,2026-05-01,175.4,7.4,0,0,4,0,14355.12,2,2.86
9,2025-12-01,207.4,23.4,43099.08,125,4,0,12469.92,2,3.86
1383,2026-06-01,96,0,16059.06,55,1,2,4493.67,0,3.91
416,2025-11-01,96,0,0,0,2,0,4229.33,0,3.68
956,2026-05-01,168.6,8.6,0,0,5,1,9656.2,0,4.55
907,2025-09-01,86.4,0,12084.56,34,1,4,6415.17,8,3.62
1460,2026-01-01,182.7,6.7,0,65,3,0,13219.29,0,
834,2025-10-01,189,13,0,0,4,1,11197.31,2,2.16
206,2026-02-01,96,0,0,0,3,0,4148,6,4.17
1084,2025-11-01,175.1,15.1,29321.41,99,3,0,9242.12,0,3.58
749,2026-02-01,145.7,1.7,14339.13,48,2,2,7891.92,10,3.83
111,2025-12-01,202.3,26.3,0,207,6,1,17223.17,6,3.5
1259,2026-04-01,187.6,11.6,,62,2,0,10728.57,4,2.55
362,2025-10-01,110.4,0,0,0,4,0,6943.83,4,3.58
208,2025-11-01,171.1,11.1,0,0,4,0,7120.54,8,3.52
747,2026-08-01,155.8,3.8,0,0,4,2,8201.28,6,3.44
1063,2025-09-01,176.5,8.5,0,97,4,1,10838.1,0,3.21
452,2026-05-01,174.5,6.5,0,0,4,0,11350.64,6,3.94
387,2026-07-01,193.6,9.6,0,0,4,0,12596.91,2,3.78
1058,2025-10-01,189.3,5.3,32125.83,96,2,0,8872.42,6,3.97
175,2026-03-01,178.7,2.7,0,0,4,0,9977.64,18,3.4
1394,2026-05-01,176.1,8.1,0,0,6,0,8844.88,0,4.1
1387,2025-10-01,168.5,8.5,0,0,5,3,8305.94,2,3.87
1152,2025-12-01,201.6,25.6,0,193,5,1,13785.06,6,3.85
1296,2026-07-01,105.6,0,9758.16,38,1,1,3873.5,8,3.31
458,2025-12-01,204.7,20.7,0,239,5,0,9285.69,8,4
1318,2025-09-01,174.1,14.1,0,123,3,2,11441.42,8,3.78
1039,2026-06-01,172.4,4.4,0,0,4,1,9329.54,6,4.51
1250,2025-11-01,157.5,13.5,0,133,5,2,12047.03,8,3.47
1013,2026-02-01,170.8,10.8,15677.79,55,3,0,8693.38,6,3.46
750,2026-04-01,185.8,9.8,8822.9,37,1,0,8139.31,10,3.43
1008,2026-02-01,144,0,0,0,1,2,12383,6,2.13
1217,2025-10-01,190.6,14.6,0,104,3,1,15985.86,,2.88
150,2025-09-01,157.5,5.5,26988.93,81,3,3,8903.87,2,4.07
183,2025-11-01,166.7,14.7,0,0,4,1,11368.3,8,3.85
1311,2025-12-01,204.3,20.3,0,201,7,0,14940.85,0,3.83
1321,2026-03-01,160.2,8.2,0,0,5,3,10986.1,10,4.29
16,2026-06-01,149.8,5.8,0,0,5,4,9929.57,0,4.32
297,2025-10-01,168.5,16.5,0,63,3,4,16010.09,8,1.99
1410,2026-06-01,183.2,7.2,27441.72,76,3,0,7084.88,0,3.61
427,2026-08-01,177.3,9.3,0,0,5,0,7755.33,4,3.19
854,2026-05-01,171.6,3.6,0,0,5,0,8889.92,2,3.67
588,2025-11-01,176.4,16.4,0,0,4,0,12027.5,8,2.95
655,2026-04-01,183.3,7.3,0,0,7,0,13349.02,0,4.02
1076,2025-09-01,180.7,12.7,15464.01,48,1,1,9884.8,6,2.38
54,2025-12-01,210.7,26.7,0,192,5,0,12515.75,2,3.72
1123,2026-07-01,186.2,2.2,28414.17,86,3,0,7842.69,4,4.96
594,2026-05-01,176.5,8.5,0,0,3,0,10325.12,6,3.15
159,2025-09-01,183.5,7.5,0,0,5,0,9635.6,6,3.62
966,2026-04-01,176.8,8.8,20314.43,84,3,1,8719.9,4,3.61
682,2026-08-01,175.2,7.2,0,0,7,0,8402.5,,4.45
1253,2025-09-01,163.7,11.7,0,0,3,3,4955.62,2,
1040,2025-11-01,163,11,0,0,3,1,10700.21,6,2.9
1104,2025-11-01,175.7,15.7,0,145,3,0,10912.83,16,3.85
771,2026-03-01,100.8,0,0,0,3,1,7879.17,8,
412,2026-06-01,151.3,7.3,23001.61,75,2,4,11144,2,3.51
1377,2026-04-01,189.5,13.5,0,0,4,0,11138.67,2,4.1
1164,2026-04-01,182.7,6.7,0,0,5,0,7013,4,4.29
752,2026-03-01,182.4,6.4,0,0,5,0,7146.01,,3.08
1149,2025-09-01,176.3,16.3,13531.26,41,2,2,7934.92,8,2.09
1243,2025-09-01,170.7,2.7,0,0,3,1,12693.14,4,2.41
1269,2025-11-01,174.8,22.8,0,189,6,1,15008.85,2,4.16
617,2025-12-01,193.3,17.3,0,0,4,1,10835.46,4,3.62
1279,2026-06-01,177.7,9.7,0,0,3,1,8838.1,0,3.24
751,2026-05-01,166.7,14.7,0,92,4,2,12892.48,8,2.84
1148,2025-09-01,171,3,22587.03,62,2,1,10847.83,8,3.4
899,2026-05-01,169.4,9.4,0,0,4,1,5617.77,8,4.21
1132,2026-07-01,168,0,21748.62,71,2,2,9475.33,6,4
364,2026-01-01,174.3,6.3,0,71,2,1,17110.63,8,2.81
877,2026-02-01,163.7,3.7,0,0,3,0,7197.65,6,2.56
333,2026-07-01,192.6,8.6,0,126,5,0,17271.05,2,3.94
1137,2026-05-01,174.1,14.1,26700.75,85,3,1,7973.63,2,3.92
77,2026-05-01,162.4,10.4,0,0,6,2,15192.97,2,4.45
469,2026-01-01,176,0,18628.11,55,3,0,9566.83,0,3.55
215,2026-06-01,184,8,36725.98,105,3,0,10500.92,2,4.48
983,2026-01-01,185.1,9.1,0,95,5,0,16418.04,0,3.99
205,2026-07-01,186.1,2.1,0,0,5,0,8001.65,6,3.91
1194,2026-06-01,193.3,17.3,0,110,5,0,12016.02,6,3.4
387,2026-08-01,176.6,8.6,0,0,4,0,12496.26,6,3.86
405,2026-06-01,182.2,6.2,0,0,5,0,11847.64,2,4.37
772,2025-10-01,193.7,17.7,0,120,4,1,16882.45,4,2.82
1192,2026-02-01,164,4,0,76,2,0,10518.59,10,3.03
1191,2025-12-01,205.7,21.7,0,188,3,0,19659.48,6,3.39
901,2026-06-01,162.6,18.6,0,89,2,4,10398.54,6,3.03
84,2026-06-01,188,20,0,151,4,1,22552.6,4,3.98
1179,2026-04-01,178.1,10.1,30716.62,70,2,1,10358.79,8,3.74
687,2026-05-01,159.6,7.6,18794.7,47,1,2,11182.05,4,2.55
241,2026-02-01,151.7,7.7,0,0,3,2,11115.22,6,4.1
1203,2025-10-01,110.4,0,0,0,2,0,4890.17,2,3.14
842,2026-05-01,174.3,6.3,21479.14,60,2,0,8533.87,4,3.23
724,2026-07-01,179.6,3.6,32128.89,85,3,1,8596.39,0,4.63
564,2025-11-01,172.4,12.4,31051.37,84,1,0,8120.26,0,3.23
36,2026-02-01,167.4,7.4,0,71,3,0,11683.14,6,3.07
469,2026-02-01,165.7,5.7,19544.32,59,3,0,10038.74,6,3.78
940,2026-01-01,144,0,0,0,3,4,7594.5,4,3.87
625,2025-12-01,192.3,16.3,0,0,6,1,10011.45,2,3.56
841,2026-05-01,158.3,6.3,22249.84,65,1,2,7654.76,8,3.51
69,2026-02-01,159,7,0,102,4,1,24519.48,4,4.44
911,2026-08-01,172.6,4.6,0,0,5,0,8013.1,2,4.12
1347,2026-08-01,178.4,10.4,0,0,5,0,14672.13,8,
702,2025-10-01,173.9,13.9,0,91,5,3,14442.01,0,3.05
114,2026-05-01,175.8,7.8,0,0,4,0,9083.89,2,3.59
290,2025-12-01,110.4,0,0,0,3,0,6069.5,8,4.18
1376,2026-06-01,178.1,10.1,0,0,5,1,9374.87,8,3.17
598,2025-09-01,170.7,10.7,20884.17,63,2,2,12207.76,6,3.05
32,2026-02-01,171.7,11.7,0,73,3,0,9516.64,10,2.58
1005,2026-05-01,175.1,7.1,0,0,3,0,8622.27,0,3.36
1361,2025-12-01,105.6,0,0,0,3,1,5286.67,6,3.78
1024,2026-08-01,172.8,4.8,0,0,4,0,11076.07,6,3.51
252,2026-07-01,187.6,3.6,0,0,5,0,6824.69,8,3.5
737,2025-12-01,181.1,13.1,0,0,6,2,9123.29,0,
1479,2026-05-01,178,10,0,0,3,0,10836.59,2,3.01
635,2026-03-01,183.9,7.9,20047.72,60,1,0,8520.21,12,2.91
170,2026-07-01,181.8,5.8,0,0,6,1,8231.93,4,3.88
1286,2025-09-01,163.7,11.7,0,0,3,3,9505.44,6,3.38
137,2025-10-01,193.6,9.6,0,0,2,0,10383.64,2,1.83
272,2026-07-01,180.6,4.6,0,0,7,1,10825.09,4,4.02
1226,2026-03-01,177.4,9.4,0,0,3,1,9091.78,12,3.52
1000,2026-03-01,166.1,6.1,0,0,4,2,8202.98,10,4.57
804,2026-06-01,179.5,3.5,29873.74,73,2,0,7426.66,2,3.47
1341,2026-08-01,170.9,2.9,22426.05,80,2,0,11672.43,6,3.8
1281,2026-04-01,174,6,0,0,3,1,9486.07,6,3.42
1119,2026-03-01,176.6,8.6,27149.51,75,2,1,12703.8,4,3.59
1038,2026-04-01,180.2,4.2,24872.6,91,3,0,5881.26,2,4.08
809,2026-02-01,148.3,4.3,0,0,3,2,6052.82,4,3.66
1122,2025-10-01,191.4,7.4,0,0,7,0,9811.68,2,4.2
972,2026-08-01,174.3,6.3,0,0,4,0,11021.13,0,
63,2025-09-01,176.4,8.4,0,0,5,1,30099.75,6,3.37
201,2025-12-01,198.4,22.4,0,213,7,1,18327.53,6,4.63
654,2025-10-01,198.9,14.9,0,169,4,0,8589.37,4,4.11
368,2025-11-01,177.2,17.2,0,157,3,0,13361.85,2,3.37
539,2026-03-01,174.3,6.3,23341.91,70,3,1,11600.06,10,3.61
545,2026-07-01,171.2,3.2,0,0,3,2,12088.57,0,3.87
670,2026-01-01,178.3,2.3,15766.32,61,1,0,8983.65,2,3.39
991,2026-03-01,183.6,7.6,0,0,6,0,10856.99,8,3.4
807,2025-11-01,91.2,0,0,53,2,1,7594.5,2,2.94
486,2025-10-01,189.9,5.9,0,0,6,0,10076.67,0,3.54
864,2026-04-01,186,10,0,112,5,0,11112.75,2,3.73
1380,2025-11-01,170.5,18.5,0,195,7,1,13763.96,0,4.51
1151,2026-02-01,163.2,3.2,0,0,6,0,9601.9,6,3.97
842,2025-10-01,189.9,5.9,21953.66,69,2,0,8505.86,8,3.04
380,2026-03-01,183.9,7.9,21523.74,75,2,0,7103.56,10,3.53
1156,2026-03-01,180.2,12.2,19468.68,79,3,1,10026.11,4,3.33
1094,2026-01-01,86.4,0,7702.32,29,1,4,5256.17,0,3.25
1451,2025-12-01,195.7,19.7,0,157,3,1,13372.74,2,3.17
986,2026-03-01,187.3,11.3,0,105,5,0,12600.6,12,3.31
1377,2026-03-01,178,10,0,0,4,1,10836.59,4,4.33
1001,2025-11-01,155.1,11.1,34199.34,92,3,2,7453.19,6,4.29
1336,2025-12-01,105.6,0,0,0,3,1,4636,4,3.74
1436,2025-12-01,198.1,14.1,0,0,7,0,10038.33,0,4.21
993,2025-12-01,200.3,16.3,0,172,4,0,11357.14,0,3.41
96,2026-01-01,105.6,0,0,63,3,0,5805.17,0,3.82
1058,2026-06-01,175.9,7.9,31539.59,83,2,1,9063.3,0,4.01
909,2026-03-01,185.9,9.9,0,127,3,0,13289.36,10,4.22
396,2025-10-01,199.9,15.9,0,102,3,0,19557.36,2,2.55
439,2026-02-01,91.2,0,0,0,2,1,4961.33,12,4.09
129,2025-09-01,100.8,0,0,0,1,1,5093.5,12,3.65
394,2026-08-01,166.5,14.5,0,0,5,2,8833.52,4,
1474,2026-01-01,152,0,0,0,4,3,7147.17,0,3.41
881,2026-06-01,105.6,0,0,93,3,0,8041.83,0,4.09
613,2026-04-01,169.2,9.2,0,0,5,2,8078.4,4,3.28
1114,2026-02-01,137.4,1.4,12178.85,35,2,3,9991.43,12,3.12
584,2026-03-01,165,5,0,0,5,2,11635.41,10,3.64
1068,2026-02-01,167.3,7.3,21090.08,51,2,0,11046.72,6,3.72
856,2026-01-01,172.6,4.6,0,0,3,1,9059.67,0,3.42
245,2026-08-01,173,5,0,0,4,0,8230.7,0,3.54
958,2025-12-01,199.2,15.2,0,0,5,0,7753.68,2,3.84
1298,2026-04-01,164.9,4.9,0,0,5,2,15557.53,6,4.64
482,2025-12-01,171.3,19.3,0,127,4,4,15400.37,2,2.73
623,2025-09-01,185.3,9.3,0,125,6,0,11105.72,0,3.42
732,2026-06-01,156.2,12.2,0,0,3,4,7840.38,8,3.51
465,2026-07-01,110.4,0,12870.9,39,1,0,5256.17,2,3.16
189,2026-01-01,168,0,17588.09,46,2,1,8041.83,6,3.7
1321,2025-10-01,194.3,10.3,0,0,5,0,11172.52,0,4.32
356,2026-04-01,157,5,22811.71,69,3,3,9121.65,8,3.6
1258,2025-12-01,195.5,19.5,0,0,4,1,10765.36,4,3.19
649,2026-02-01,154.1,2.1,0,0,4,1,9202.42,4,3.69
575,2026-03-01,183.6,7.6,0,0,5,0,10661.96,12,3.67
794,2025-10-01,199.3,15.3,0,0,5,0,11777.57,2,4.04
582,2025-11-01,175.5,15.5,40957.51,112,3,0,10250.5,6,4.12
542,2026-01-01,182.7,6.7,0,0,4,0,10551.77,6,3.06
490,2026-02-01,155.3,3.3,0,0,3,1,9348.56,4,3.55
1118,2026-07-01,186,2,0,0,7,0,9101.51,2,4.14
30,2026-08-01,181.4,13.4,31959.99,85,3,0,8055.38,0,4.39
1234,2026-05-01,177.5,9.5,29768.37,86,3,0,10287.32,4,3.96
274,2025-10-01,192.5,8.5,0,0,4,0,10259.63,4,3.32
70,2026-01-01,176,0,16488.29,48,2,0,14060.5,6,3.14
953,2026-02-01,157.3,13.3,0,69,3,2,10588.58,6,2.63
262,2026-08-01,170.8,2.8,0,0,3,0,14130.46,6,3.71
983,2026-05-01,183.9,15.9,0,120,6,0,17313.64,,4.12
342,2025-10-01,196.8,12.8,0,124,4,0,9734.41,2,3.52
307,2026-02-01,165.1,5.1,16672.71,50,2,0,7696.14,4,3.2
727,2025-09-01,183.7,15.7,0,168,8,1,12136.91,0,4.54
266,2025-12-01,204.2,20.2,0,0,5,0,12696.34,2,2.65
1233,2025-10-01,181.9,5.9,28968.03,84,2,1,8687.52,8,3.74
974,2026-07-01,110.4,0,0,77,4,0,7004.83,6,5
21,2026-01-01,180.7,4.7,24993.34,62,2,0,5819.1,6,4.49
393,2026-04-01,178.4,2.4,19600.73,61,2,0,8769.26,8,3.13
359,2025-09-01,182.7,6.7,0,0,4,0,10508.75,4,3.84
307,2026-07-01,177.7,1.7,16772.85,61,2,1,7479.27,8,3.33
1331,2026-03-01,173.8,5.8,0,0,5,1,8691.04,6,3.99
152,2026-08-01,165.4,5.4,14365.67,57,2,1,6800.09,8,
439,2026-01-01,100.8,0,0,0,3,1,4961.33,4,4.16
1482,2026-07-01,186.5,10.5,0,103,5,1,11798.04,4,3.45
384,2026-04-01,177.1,9.1,0,104,3,1,9596.38,8,3.66
737,2026-07-01,169.3,9.3,0,0,6,3,8853.82,2,4.1
422,2026-05-01,174.9,6.9,0,0,5,0,9136.13,4,3.59
1285,2026-01-01,179.1,3.1,0,0,4,0,9572.94,8,4.08
340,2026-04-01,179.1,3.1,0,0,6,0,6211.45,4,3.97
628,2025-10-01,195.8,11.8,0,111,5,0,19305.94,8,2.98
1034,2025-11-01,157.7,13.7,29818.83,101,2,2,6777.71,4,4.43
1433,2026-03-01,177.7,1.7,20045.36,68,2,0,7045.99,8,3.36
1227,2025-10-01,198.6,14.6,0,0,5,0,8038.73,4,2.58
730,2026-03-01,175.5,7.5,0,0,6,1,13922.91,4,3.82
788,2025-11-01,91.2,0,0,67,2,1,6689.67,0,3.23
292,2025-09-01,183.7,7.7,0,0,7,0,6875.17,8,4.59
1204,2026-02-01,170.3,10.3,19416.17,59,2,0,7153.07,10,4.02
1279,2026-04-01,180.8,4.8,0,0,4,0,8492.36,0,3.31
1220,2025-11-01,176.4,16.4,0,133,6,0,14778.96,6,3.92
746,2026-08-01,178.6,10.6,0,125,4,0,10453.32,,4.5
511,2026-06-01,186.8,10.8,0,148,6,0,12239.66,8,4
93,2026-03-01,184.4,8.4,0,0,5,0,10567.63,10,3.37
1443,2026-03-01,187.6,11.6,0,127,7,0,11388.61,6,4.13
977,2026-03-01,186,10,17436.38,62,1,0,9555.2,10,2.96
76,2026-05-01,143.8,7.8,0,0,5,4,12035.88,8,4.68
1134,2026-01-01,152,0,12916.97,39,1,3,6883.33,8,
1440,2026-07-01,169.9,9.9,0,0,5,3,7682.22,8,
852,2026-05-01,170,10,22859.21,56,2,1,11499.38,4,2.84
689,2026-04-01,156.9,4.9,0,0,3,3,7386.65,8,3.62
1411,2026-07-01,186.7,2.7,28601.08,99,3,0,7917.61,8,5
294,2025-10-01,168.8,8.8,0,0,4,3,8457.31,6,2.61
383,2026-05-01,174.1,14.1,0,0,6,1,8429.92,8,3.87
304,2026-02-01,139.6,3.6,0,0,2,3,8376.23,,3.7
519,2026-07-01,187.2,11.2,0,113,4,1,12256.1,2,3.57
266,2025-11-01,173.9,13.9,0,0,3,0,12107.14,6,3.18
774,2026-03-01,180,12,26867.51,84,3,1,7676.15,4,4.37
432,2026-05-01,96,0,0,0,2,1,4046.33,6,3.64
1223,2025-12-01,201.6,17.6,0,0,3,0,9723.56,4,3.34
633,2026-08-01,165.2,5.2,27076.69,57,2,1,8531.21,4,3.65
981,2026-05-01,177.5,9.5,29496.14,88,3,0,8460.91,2,4.63
1191,2025-11-01,176.8,16.8,0,144,5,0,18957.64,0,3.36
141,2026-02-01,158.4,14.4,0,91,4,2,11011.86,4,3.41
409,2026-03-01,164.7,4.7,23057.65,58,2,2,7892.81,8,3.33
473,2026-04-01,183.9,7.9,0,0,4,0,9666.93,8,2.66
197,2026-08-01,100.8,0,11152.17,35,1,0,5551,0,2.96
1169,2026-06-01,177.4,9.4,20544.55,68,2,1,8882.9,6,3.15
969,2026-06-01,164.8,4.8,21188.09,70,2,2,10165.42,8,3.51
937,2026-08-01,159.5,7.5,0,0,5,2,7697.66,2,
79,2026-08-01,176.2,8.2,0,131,6,0,20066.78,6,4.98
1033,2026-01-01,172.9,4.9,0,0,3,1,9675.77,8,
1266,2026-06-01,185.3,9.3,0,138,7,0,9600.79,8,4.06
181,2026-01-01,176.8,0.8,18389.67,46,1,0,11465.5,6,2.91
41,2025-10-01,189.2,13.2,0,0,5,1,7249.93,8,4.12
267,2026-07-01,195.3,11.3,22042.47,69,1,0,9185.38,8,3.23
1342,2026-08-01,163.9,11.9,19465.42,57,2,2,10125.91,8,3.04
799,2026-08-01,176.9,8.9,0,0,5,0,6449.37,4,3.69
235,2026-02-01,160,0,0,0,6,0,10858,6,4.08
524,2026-06-01,177.3,17.3,0,107,4,2,12530.32,2,2.85
84,2026-07-01,187.2,11.2,0,134,7,1,21088.53,6,4.06
895,2025-10-01,105.6,0,0,0,3,1,3517.67,6,3.19
136,2026-08-01,165.9,5.9,0,0,3,1,10621.64,4,2.95
180,2025-11-01,177.3,17.3,0,118,4,0,10215.95,0,2.53
1456,2026-07-01,192.4,8.4,0,0,3,0,10807.55,2,3.34
667,2026-07-01,185.9,1.9,0,0,5,0,8711.42,2,3.68
624,2025-10-01,191.7,7.7,0,0,3,0,7167.96,6,2.61
1387,2026-08-01,163.7,3.7,0,0,6,1,7984.56,0,3.7
1333,2025-12-01,197.7,21.7,46061.72,149,3,1,7994.21,6,4.01
133,2025-11-01,175.9,15.9,0,130,5,0,15312.8,6,3.53
995,2025-12-01,209.2,25.2,0,186,6,0,11046.33,2,3.87
695,2026-06-01,155.6,3.6,21680.15,75,2,3,6646.47,6,3.47
332,2026-04-01,183.7,7.7,0,0,3,0,8924.71,8,3.96
269,2026-04-01,188.1,12.1,0,101,6,0,15836.04,6,3.54
659,2026-01-01,105.6,0,0,33,2,0,7767.33,6,2.46
182,2026-05-01,162.9,10.9,0,0,4,2,7598.82,8,3.17
412,2025-12-01,191.1,15.1,39911.27,90,1,1,11851.53,4,3.05
484,2026-07-01,194.7,10.7,0,122,6,0,10608.2,2,4.29
429,2026-05-01,180.3,12.3,0,0,5,0,11001.36,0,3.66
1418,2025-12-01,100.8,0,0,77,2,2,8346.83,4,3.03
1039,2025-10-01,188.3,4.3,0,0,7,0,9321.77,6,4.46
1024,2026-03-01,180.7,4.7,0,0,3,0,11066.86,10,3.36
1297,2025-12-01,180.8,20.8,0,0,5,3,11648.76,6,4.14
920,2025-11-01,172.1,12.1,0,0,4,0,11040.3,6,3.78
596,2025-09-01,189.3,13.3,0,107,4,0,13796.9,6,3.31
1213,2026-08-01,170.6,2.6,0,0,5,0,9657.34,8,
1057,2026-04-01,181.6,5.6,0,0,4,0,8111.77,4,4.11
89,2026-07-01,167.4,7.4,0,92,3,3,19763.98,0,3.01
690,2026-04-01,175.6,7.6,0,0,5,1,7974.8,0,3.84
81,2026-04-01,159.6,7.6,0,0,3,3,13685.01,6,2.84
923,2026-01-01,180.7,4.7,17497.99,47,2,0,7575.41,2,3.24
703,2025-12-01,110.4,0,12591.29,46,1,0,3812.5,0,2.36
72,2026-06-01,182.6,14.6,0,0,4,1,16512.61,8,3.16
1345,2026-04-01,184,8,0,0,3,0,8479,4,3.13
243,2026-06-01,185.2,9.2,0,0,3,0,10185.81,8,3.66
1193,2026-04-01,100.8,0,13603.21,48,1,1,4097.17,4,
792,2026-01-01,163.3,3.3,15095.67,48,2,2,11628.19,0,2.97
